model,attack,seed,original_text,perturbed_text,true_label,original_pred,perturbed_pred,original_correct,attack_success,n_words_changed,pct_words_changed,use_similarity
bert-base,textfooler,123,"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ","as puzzling as a dream and as caution as a drawings , as eyesight subtle as it is at times imaginatively overwhelming . ",1,1,0,1,1,5,0.2174,0.7998
bert-base,textfooler,123,"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ","escaping the studio , piccoli is ardent repercussions and so is this adroitly minimalist theatres . ",1,1,0,1,1,3,0.1875,0.8376
bert-base,textfooler,123,"there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . ","there 's ... gargantuan kraft from the cast , a sense of condescension and unease that seems appropriate . ",1,1,0,1,1,4,0.2105,0.5034
bert-base,textfooler,123,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","this instructional dossier transcends our stereotypical brainchild of the holy loco and its inhabitants , divulge the humanitarian technicalities beneath . ",1,1,0,1,1,8,0.381,0.5911
bert-base,textfooler,123,the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . ,the subtle strength of `` elling '' is that it not outof touch with the reality of the grim situation . ,1,1,0,1,1,2,0.0952,0.7964
bert-base,textfooler,123,holm ... embodies the character with an effortlessly regal charisma . ,holm ... embodies the typeface with an conveniently regal fetish . ,1,1,0,1,1,3,0.2727,0.7008
bert-base,textfooler,123,"the title not only describes its main characters , but the lazy people behind the camera as well . ","the title not only describes its main characters , but the jaded people behind the camera as well . ",0,0,1,1,1,1,0.0526,0.8031
bert-base,textfooler,123,it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ,it offers lite beyond the momentary joys of pretty and weightless intellectual entertainment . ,0,0,1,1,1,1,0.0714,0.8955
bert-base,textfooler,123,a subtle and well-crafted ( for the most part ) chiller . ,a inconspicuous and well-crafted ( for the most proportion ) chiller . ,1,1,1,1,0,2,0.1667,0.8608
bert-base,textfooler,123,has a lot of the virtues of eastwood at his best . ,has a fate of the prerogatives of stallone at his best . ,1,1,0,1,1,3,0.25,0.3366
bert-base,textfooler,123,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,it 's restrained by a lifetime-channel kind of intrigue and a lead actress who is out of her depths . ,0,0,1,1,1,3,0.15,0.8224
bert-base,textfooler,123,"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ","it aromas love an after-school superb gussied up with some fancy special effects , and watching its rojo plot points connect is about as amazing as gazing at an egg timer for 93 minutes . ",0,0,1,1,1,5,0.1429,0.8142
bert-base,textfooler,123,"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ","for the most part , director anne-sophie birot 's first specification is a awkward , extraordinarily well-acted playhouse . ",1,1,0,1,1,3,0.1579,0.8169
bert-base,textfooler,123,"mr. tsai is a very original artist in his medium , and what time is it there ? ","mr. tsai is a very primitive artist in his medium , and what time is it there ? ",1,1,0,1,1,1,0.0556,0.89
bert-base,textfooler,123,sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,sade is an implicate look at the controversial eponymous and fiercely atheistic hero . ,1,1,0,1,1,1,0.0714,0.9762
bert-base,textfooler,123,so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,so free of any genders of comprehensible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,0,0,1,1,1,3,0.1429,0.8345
bert-base,textfooler,123,"a tender , heartfelt family drama . ","a supply , depths family drama . ",1,1,0,1,1,2,0.2857,0.7228
bert-base,textfooler,123,... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,... a trough amusing told by a cinematic gymnast having too much fun embellishing the misanthropic tale to practically engage it . ,0,0,1,1,1,3,0.1364,0.8713
bert-base,textfooler,123,the cold turkey would 've been a far better title . ,the cold turkey ai 've been a far well title . ,0,0,1,1,1,2,0.1818,0.7738
bert-base,textfooler,123,"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ","it 's just disappointingly superficial -- a cinema that has all the constituents critical to be a fascinating , engaging wilderness review , but forever does more than anything the facie . ",0,0,1,1,1,9,0.2812,0.7604
bert-base,textfooler,123,"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ","this is a retold of two misfits who do n't stand a chance alone , but assembly they are grandiose . ",1,1,0,1,1,3,0.1429,0.7323
bert-base,textfooler,123,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","schaeffer has to find some hook on which to hang his persistently immaterial movies , and it perils as successfully be the resuscitation of the middle-aged character . ",0,0,1,1,1,3,0.1071,0.9119
bert-base,textfooler,123,the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ,the primitive kraft of this film seems to bubble up from the vast collective memory of the combatants . ,1,1,0,1,1,1,0.0526,0.9017
bert-base,textfooler,123,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ","on this tricky topic , tadpole is very much a phased in the bah direction , with its agitate of naivete , civility and compassion . ",1,1,0,1,1,4,0.1538,0.8341
bert-base,textfooler,123,"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ","the script kicks in , and mr. hartley 's sphincter pace and foot-dragging rhythms follow . ",0,0,1,1,1,1,0.0625,0.9113
bert-base,textfooler,123,you wonder why enough was n't just a music video rather than a full-length movie . ,you miracle why enough was n't just a music film rather than a full-length movie . ,0,0,1,1,1,2,0.125,0.8808
bert-base,textfooler,123,"if you 're hard up for raunchy college humor , this is your ticket right here . ","if you 're inhospitable up for raunchy college travesty , this is your ticket correctly here . ",1,1,0,1,1,3,0.1765,0.8265
bert-base,textfooler,123,"a fast , funny , highly enjoyable movie . ","a precocious , funny , unimaginably cosy movie . ",1,1,0,1,1,3,0.3333,0.6119
bert-base,textfooler,123,good old-fashioned slash-and-hack is back ! ,guten old-fashioned slash-and-hack is back ! ,1,1,0,1,1,1,0.1667,0.9141
bert-base,textfooler,123,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ","for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou forever really builds up a head of emotional steam . ",0,0,1,1,1,1,0.037,0.9005
bert-base,textfooler,123,"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ","exquisitely nuanced in mood tics and debated , this chamber playhouse is terribly acted by the deeply appealing veteran bouquet and the colder but awfully humanistic berling . ",1,1,0,1,1,6,0.2143,0.8439
bert-base,textfooler,123,uses high comedy to evoke surprising poignance . ,uses high stuffing to evoke stun poignance . ,1,1,0,1,1,2,0.25,0.4483
bert-base,textfooler,123,"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ","one of creepiest , scariest movies to come along in a long , long dated , easily rivaling blair witch or the others . ",1,1,0,1,1,1,0.0417,0.9764
bert-base,textfooler,123,a string of rehashed sight gags based in insipid vulgarity . ,a threaded of rehashed insight hilarious anchored in harmless vulgarity . ,0,0,1,1,1,5,0.4545,0.7008
bert-base,textfooler,123,among the year 's most intriguing explorations of alientation . ,among the year 's most intriguing scrutinize of alientation . ,1,1,0,1,1,1,0.1,0.9212
bert-base,textfooler,123,the movie fails to live up to the sum of its parts . ,the movie overlooking to live up to the sum of its parts . ,0,0,1,1,1,1,0.0769,0.501
bert-base,textfooler,123,the son 's room is a triumph of gentility that earns its moments of pathos . ,the son 's room is a sieg of gentility that dividend its moments of pathos . ,1,1,0,1,1,2,0.125,0.7964
bert-base,textfooler,123,"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ","there is nothing outstanding about this film , but it is good enough and will likely be rained most by sailors and folks who know their way around a sub . ",1,1,0,1,1,2,0.0645,0.8845
bert-base,textfooler,123,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,this is a train carcass of an action film -- a stupefying quest by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the commode in positives of bright flashes and loud bangs . ,0,0,1,1,1,4,0.0909,0.9018
bert-base,textfooler,123,the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,the draw ( for `` big bad love '' ) is a sonar execution by arliss howard . ,1,1,0,1,1,2,0.1111,0.781
bert-base,textfooler,123,"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ","green danger want to hang onto that alpine skin , as robbery apt be the only estrada to credited for his futuristic systems . ",0,0,1,1,1,8,0.3333,0.627
bert-base,textfooler,123,it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,it 's one pussy-ass world when also killer-thrillers revolve around group therapy sessions . ,0,0,1,1,1,1,0.0714,0.9907
bert-base,textfooler,123,"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ","except it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ",1,1,0,1,1,1,0.0435,0.9947
bert-base,textfooler,123,"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ","the band 's mod in the face of official repression is encouraged , especially for aging hippies ( this one included ) . ",1,1,0,1,1,2,0.087,0.8514
bert-base,textfooler,123,the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,the movie perceives as gargantuan an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,1,1,0,1,1,2,0.0909,0.905
bert-base,textfooler,123,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ","the film stable lines when it should peak and is more mademoiselle opportunity and trifle than dark , decadent truffle . ",0,0,1,1,1,2,0.0952,0.8235
bert-base,textfooler,123,jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ,jaglom ... put ( s ) the audience in the preferred position of eavesdropping on his characters ,1,1,0,1,1,1,0.0588,0.9704
bert-base,textfooler,123,fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ,fresnadillo 's dark and jolting images have a routing of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ,1,1,0,1,1,1,0.0357,0.9924
bert-base,textfooler,123,"we know the plot 's a little crazy , but it held my interest from start to finish . ","we know the plot 's a little crazy , but it held my beware from start to finish . ",1,1,0,1,1,1,0.0526,0.9046
bert-base,textfooler,123,"it 's a scattershot affair , but when it hits its mark it 's brilliant . ","it 's a scattershot links , but when it hits its mark it 's grandiose . ",1,1,0,1,1,2,0.125,0.6491
bert-base,textfooler,123,"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ","hardly a masterpiece , but it tabled stalkers to a good charitable enterprise and some outlandish actual burgers . ",1,1,0,1,1,5,0.2632,0.628
bert-base,textfooler,123,"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ","byler reveals his characters in a way that intrigues and even fascinates us , and he nope reduces the situation to simple melodrama . ",1,1,0,1,1,1,0.0417,0.839
bert-base,textfooler,123,"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ","it 's difficult to imagine the process that produced such a script , but here 's devine that spray cheese and armpits humming played a crucial role . ",0,0,1,1,1,3,0.1071,0.8552
bert-base,textfooler,123,"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ","no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a irreproachable sleight of hand . ",1,1,0,1,1,1,0.0435,0.9859
bert-base,textfooler,123,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","on the whole , the movie rarity wit , feeling and believability to compensate for its incessant coarseness and banality . ",0,0,1,1,1,1,0.0476,0.8505
bert-base,textfooler,123,why make a documentary about these marginal historical figures ? ,why accomplish a wrote about these immaterial landmark silhouette ? ,0,0,1,1,1,5,0.5,0.4302
bert-base,textfooler,999,it 's a charming and often affecting journey . ,it 's a cutie and often afflicts journey . ,1,1,0,1,1,2,0.2222,0.4971
bert-base,textfooler,999,unflinchingly bleak and desperate ,unflinchingly eerie and desperate ,0,0,1,1,1,1,0.25,0.7505
bert-base,textfooler,999,allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker . ,allows ourselves to hope that nolan is poised to embark a major career as a commercial instead novelty direktor . ,1,1,0,1,1,4,0.2,0.8457
bert-base,textfooler,999,"the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales . ","the acting , costumes , music , cinematography and sound are all breathless given the production 's austere locales . ",1,1,0,1,1,1,0.05,0.8122
bert-base,textfooler,999,"it 's slow -- very , very slow . ","it 's lento -- very , very lent . ",0,0,1,1,1,2,0.2222,0.1014
bert-base,textfooler,999,"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . ","although laced with droll and a few unreal touches , the film is a nonchalantly serious blankly at childish women . ",1,1,0,1,1,5,0.2381,0.8008
bert-base,textfooler,999,a sometimes tedious film . ,a sometimes tricky film . ,0,0,1,1,1,1,0.2,0.8337
bert-base,textfooler,999,or doing last year 's taxes with your ex-wife . ,or doing ultimate year 's honorarium with your ex-wife . ,0,0,1,1,1,2,0.2,0.7482
bert-base,textfooler,999,you do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance . ,you do n't have to know about music to greet the film 's easygoing agitate of sitcom and romance . ,1,1,0,1,1,3,0.15,0.887
bert-base,textfooler,999,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , recipes 51 flowed from quirky to jerky to fullest istanbul . ",0,0,1,1,1,4,0.1212,0.8415
bert-base,textfooler,999,the mesmerizing performances of the leads keep the film grounded and keep the audience riveted . ,the mesmerizing reproductions of the leads maintenance the film warranted and maintenance the audience riveted . ,1,1,0,1,1,4,0.25,0.6643
bert-base,textfooler,999,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ","it takes a strange kind of indolence to scrapings the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ",0,0,1,1,1,2,0.0667,0.8765
bert-base,textfooler,999,... the film suffers from a lack of humor ( something needed to balance out the violence ) ... ,... the images heartbreak from a drawback of hilarity ( something needed to balance out the violence ) ... ,0,0,1,1,1,4,0.2105,0.6839
bert-base,textfooler,999,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie lacks both thrills and humor . ,even horror fans will most likely not find what they 're seeking with trouble every day ; the movie rarity both thrills and humor . ,0,0,1,1,1,1,0.04,0.947
bert-base,textfooler,999,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ","a magnifique , high-spirited composers from indians that shockingly jumpsuit concerts , promo , paroles , and strictest catastrophic . ",1,1,0,1,1,10,0.5,0.573
bert-base,textfooler,999,the emotions are raw and will strike a nerve with anyone who 's ever had family trauma . ,the emotions are gross and will strike a nerve with anyone who 's ever had family trauma . ,1,1,0,1,1,1,0.0556,0.9358
bert-base,textfooler,999,"audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie . ","audrey tatou has a knack for picking roles that prolonging her outrageous charm , and in this literate french travesty , she 's as morning-glory florid as she was in amélie . ",1,1,0,1,1,3,0.0938,0.9604
bert-base,textfooler,999,... the movie is just a plain old monster . ,... the panorama is just a meadows elapsed creatures . ,0,0,0,1,0,4,0.4,0.2143
bert-base,textfooler,999,"in its best moments , resembles a bad high school production of grease , without benefit of song . ","in its best moments , recalling a wicked lofty school fertile of grease , without benefit of song . ",0,0,1,1,1,4,0.2105,0.8548
bert-base,textfooler,999,"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ","pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an iniquitous tone that you never know when humor ends and tragedy begins . ",0,0,1,1,1,1,0.0312,0.9914
bert-base,textfooler,999,the iditarod lasts for days - this just felt like it did . ,the iditarod lasts for days - this just discoveries like it did . ,0,0,1,1,1,1,0.0769,0.8921
bert-base,textfooler,999,"a delectable and intriguing thriller filled with surprises , read my lips is an original . ","a delish and hallucinatory caper staffed with surprises , read my noses is an primitive . ",1,1,0,1,1,6,0.375,0.404
bert-base,textfooler,999,seldom has a movie so closely matched the spirit of a man and his work . ,scarce has a footage so closely matched the liquors of a man and his work . ,1,1,0,1,1,3,0.1875,0.3861
bert-base,textfooler,999,"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . ","nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from yesteryear parody to raunchy sex gags to shaping romantic comedy . ",0,0,1,1,1,2,0.0741,0.9848
bert-base,textfooler,999,"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . ","the work exchanged between past and present , but the material link is too frailty to anchor the witty liaison that purport to extend a 125-year gulf . ",0,0,1,1,1,7,0.25,0.6727
bert-base,textfooler,999,it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . ,it 's an offbeat broached that pokes droll at the republican exercise while also examining its significance for those who take part . ,1,1,0,1,1,3,0.1304,0.7169
bert-base,textfooler,999,"it 's a cookie-cutter movie , a cut-and-paste job . ","it 's a cookie-cutter photographer , a cut-and-paste collaborating . ",0,0,1,1,1,2,0.2,0.7953
bert-base,textfooler,999,i had to look away - this was god awful . ,i had to look away - this was god outrageous . ,0,0,1,1,1,1,0.0909,0.9009
bert-base,textfooler,999,"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ","felicitations to scott 's charismatic roger and eisenberg 's mild nephew , roger dodger is one of the most unconvincing variations on in the societal of men . ",1,1,0,1,1,4,0.1429,0.8183
bert-base,textfooler,999,"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ","... designed to provide a mix of smiles and tears , `` crossroads '' quite provokes a handful of unintentional howlers and numerous yawns . ",0,0,1,1,1,1,0.04,0.978
bert-base,textfooler,999,"a gorgeous , witty , seductive movie . ","a leggy , psychiatric , leggy imaging . ",1,1,0,1,1,4,0.5,0.301
bert-base,textfooler,999,"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ","if the teatro prosper in instilling a wary sense of ` there but for the forgave of yahweh , ' it is importantly too self-conscious to draw you deeply into its world . ",0,0,1,1,1,5,0.1515,0.6868
bert-base,textfooler,999,"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . ","it does n't noticing in itself , it has no foreboding of mockery ... it 's just plain piercing . ",0,0,1,1,1,4,0.2,0.528
bert-base,textfooler,999,a sequence of ridiculous shoot - 'em - up scenes . ,a sequence of comical shoot - 'em - up scenes . ,0,0,1,1,1,1,0.0909,0.9189
bert-base,textfooler,999,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic test motion enough . ",1,1,0,1,1,2,0.0769,0.8902
bert-base,textfooler,999,"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ","( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is summary on the thrills the oversize medium demands . ",0,0,1,1,1,1,0.037,0.9506
bert-base,textfooler,999,"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ","as puzzling as a dream and as caution as a drawings , as eyesight subtle as it is at times imaginatively overwhelming . ",1,1,0,1,1,5,0.2174,0.7998
bert-base,textfooler,999,"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ","escaping the studio , piccoli is ardent repercussions and so is this adroitly minimalist theatres . ",1,1,0,1,1,3,0.1875,0.8376
bert-base,textfooler,999,"there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . ","there 's ... gargantuan kraft from the cast , a sense of condescension and unease that seems appropriate . ",1,1,0,1,1,4,0.2105,0.5034
bert-base,textfooler,999,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","this instructional dossier transcends our stereotypical brainchild of the holy loco and its inhabitants , divulge the humanitarian technicalities beneath . ",1,1,0,1,1,8,0.381,0.5911
bert-base,textfooler,999,the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . ,the subtle strength of `` elling '' is that it not outof touch with the reality of the grim situation . ,1,1,0,1,1,2,0.0952,0.7964
bert-base,textfooler,999,holm ... embodies the character with an effortlessly regal charisma . ,holm ... embodies the typeface with an conveniently regal fetish . ,1,1,0,1,1,3,0.2727,0.7008
bert-base,textfooler,999,"the title not only describes its main characters , but the lazy people behind the camera as well . ","the title not only describes its main characters , but the jaded people behind the camera as well . ",0,0,1,1,1,1,0.0526,0.8031
bert-base,textfooler,999,it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ,it offers lite beyond the momentary joys of pretty and weightless intellectual entertainment . ,0,0,1,1,1,1,0.0714,0.8955
bert-base,textfooler,999,a subtle and well-crafted ( for the most part ) chiller . ,a inconspicuous and well-crafted ( for the most proportion ) chiller . ,1,1,1,1,0,2,0.1667,0.8608
bert-base,textfooler,999,has a lot of the virtues of eastwood at his best . ,has a fate of the prerogatives of stallone at his best . ,1,1,0,1,1,3,0.25,0.3366
bert-base,textfooler,999,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,it 's restrained by a lifetime-channel kind of intrigue and a lead actress who is out of her depths . ,0,0,1,1,1,3,0.15,0.8224
bert-base,textfooler,999,"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ","it aromas love an after-school superb gussied up with some fancy special effects , and watching its rojo plot points connect is about as amazing as gazing at an egg timer for 93 minutes . ",0,0,1,1,1,5,0.1429,0.8142
bert-base,textfooler,999,"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ","for the most part , director anne-sophie birot 's first specification is a awkward , extraordinarily well-acted playhouse . ",1,1,0,1,1,3,0.1579,0.8169
bert-base,textfooler,999,"mr. tsai is a very original artist in his medium , and what time is it there ? ","mr. tsai is a very primitive artist in his medium , and what time is it there ? ",1,1,0,1,1,1,0.0556,0.89
bert-base,textfooler,999,sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,sade is an implicate look at the controversial eponymous and fiercely atheistic hero . ,1,1,0,1,1,1,0.0714,0.9762
bert-base,textfooler,999,so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,so free of any genders of comprehensible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,0,0,1,1,1,3,0.1429,0.8345
bert-base,textfooler,999,"a tender , heartfelt family drama . ","a supply , depths family drama . ",1,1,0,1,1,2,0.2857,0.7228
bert-base,textfooler,999,... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,... a trough amusing told by a cinematic gymnast having too much fun embellishing the misanthropic tale to practically engage it . ,0,0,1,1,1,3,0.1364,0.8713
bert-base,textfooler,999,the cold turkey would 've been a far better title . ,the cold turkey ai 've been a far well title . ,0,0,1,1,1,2,0.1818,0.7738
bert-base,textfooler,999,"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ","it 's just disappointingly superficial -- a cinema that has all the constituents critical to be a fascinating , engaging wilderness review , but forever does more than anything the facie . ",0,0,1,1,1,9,0.2812,0.7604
bert-base,textfooler,999,"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ","this is a retold of two misfits who do n't stand a chance alone , but assembly they are grandiose . ",1,1,0,1,1,3,0.1429,0.7323
bert-base,textfooler,999,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","schaeffer has to find some hook on which to hang his persistently immaterial movies , and it perils as successfully be the resuscitation of the middle-aged character . ",0,0,1,1,1,3,0.1071,0.9119
bert-base,textfooler,999,the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ,the primitive kraft of this film seems to bubble up from the vast collective memory of the combatants . ,1,1,0,1,1,1,0.0526,0.9017
bert-base,textfooler,999,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ","on this tricky topic , tadpole is very much a phased in the bah direction , with its agitate of naivete , civility and compassion . ",1,1,0,1,1,4,0.1538,0.8341
bert-base,textfooler,999,"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ","the script kicks in , and mr. hartley 's sphincter pace and foot-dragging rhythms follow . ",0,0,1,1,1,1,0.0625,0.9113
bert-base,textfooler,999,you wonder why enough was n't just a music video rather than a full-length movie . ,you miracle why enough was n't just a music film rather than a full-length movie . ,0,0,1,1,1,2,0.125,0.8808
bert-base,textfooler,999,"if you 're hard up for raunchy college humor , this is your ticket right here . ","if you 're inhospitable up for raunchy college travesty , this is your ticket correctly here . ",1,1,0,1,1,3,0.1765,0.8265
bert-base,textfooler,999,"a fast , funny , highly enjoyable movie . ","a precocious , funny , unimaginably cosy movie . ",1,1,0,1,1,3,0.3333,0.6119
bert-base,textfooler,999,good old-fashioned slash-and-hack is back ! ,guten old-fashioned slash-and-hack is back ! ,1,1,0,1,1,1,0.1667,0.9141
bert-base,textfooler,999,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ","for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou forever really builds up a head of emotional steam . ",0,0,1,1,1,1,0.037,0.9005
bert-base,textfooler,999,"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ","exquisitely nuanced in mood tics and debated , this chamber playhouse is terribly acted by the deeply appealing veteran bouquet and the colder but awfully humanistic berling . ",1,1,0,1,1,6,0.2143,0.8439
bert-base,textfooler,999,uses high comedy to evoke surprising poignance . ,uses high stuffing to evoke stun poignance . ,1,1,0,1,1,2,0.25,0.4483
bert-base,textfooler,999,"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ","one of creepiest , scariest movies to come along in a long , long dated , easily rivaling blair witch or the others . ",1,1,0,1,1,1,0.0417,0.9764
bert-base,textfooler,999,a string of rehashed sight gags based in insipid vulgarity . ,a threaded of rehashed insight hilarious anchored in harmless vulgarity . ,0,0,1,1,1,5,0.4545,0.7008
bert-base,textfooler,999,among the year 's most intriguing explorations of alientation . ,among the year 's most intriguing scrutinize of alientation . ,1,1,0,1,1,1,0.1,0.9212
bert-base,textfooler,999,the movie fails to live up to the sum of its parts . ,the movie overlooking to live up to the sum of its parts . ,0,0,1,1,1,1,0.0769,0.501
bert-base,textfooler,999,the son 's room is a triumph of gentility that earns its moments of pathos . ,the son 's room is a sieg of gentility that dividend its moments of pathos . ,1,1,0,1,1,2,0.125,0.7964
bert-base,textfooler,999,"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ","there is nothing outstanding about this film , but it is good enough and will likely be rained most by sailors and folks who know their way around a sub . ",1,1,0,1,1,2,0.0645,0.8845
bert-base,textfooler,999,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,this is a train carcass of an action film -- a stupefying quest by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the commode in positives of bright flashes and loud bangs . ,0,0,1,1,1,4,0.0909,0.9018
